Tweet,True danger tweet?,True non-danger tweet?
NBA player Will Bynum helps keep the lights on at an Englewood shelter for battered women http://abc7.ws/17SArFX ,,1
"Thanksgiving storm heads east, threatens travel plans --> http://abc7.ws/1icB2Jg ",,
"Gary man gets life in prison for Griffith ex-teacher's sex assault, murder --> http://abc7.ws/1jGL4Oj ",,1
"#Thanksgiving storm threatens air travelers across the country, including #Chicago http://abc7.ws/1gfrIA3 ",,
LIVE: Weather impacting holiday travel nationwide. Watch ABC7 to Go digital newscast at noon: http://abc7.ws/13ycPGe ,,
I-TEAM: Radioactive waste storage site in Tinley Park being shut down after violations http://abc7.ws/17P707D ,,
"One Direction will hit Chicago this summer during their ""Where We Are"" 2014 tour http://abc7.ws/1jGaQSK  #1DWhereWeAreTour2014",,1
"Just in time for holiday shopping, consumer advocates offer advice for buying safe toys & filing complaints http://abc7.ws/1bj3Lby ",,
"Car slides off slick road, overturns in ditch near La Grange http://abc7.ws/183svPa ",,1
Chicago sets up warming centers around the city for refuge from extreme cold weather: http://abc7.ws/17JMEg9 ,,
3rd suspect charged in 2011 shooting death of Chicago police officer Clifton Lewis: http://abc7.ws/180UNd5 ,,1
#Chicago-based Boeing alerting airlines to possible engine icing problem with some planes: http://abc7.ws/IdIRP8 ,,
Cook County sheriff's officers now on duty in suburban Robbins after police chief fired. http://abc7.ws/1fAmDov ,,1
Indiana attorney general issues warning to victims of tornadoes about scam contractors: http://abc7.ws/1jubId5 ,1,
Wisconsin man found guilty of some charges for starving his daughter down to 68 lbs.: http://abc7.ws/I6hk1p ,,1
GARY MANHUNT: Handcuffed man escapes police on way to jail http://abc7.ws/Ia2d7E ,,
"The Magnificent Mile Lights Festival is tomorrow, and preparations are underway http://abc7.ws/1cIwzqz ",,1
Gas stations in North & Northwest suburbs targeted by armed robber: http://abc7.ws/IkL36H ,,
#JFK assassination remembered in Chicago on 50th anniversary: http://abc7.ws/1fte3HX  #JFK50,,1
Town says 2 Cicero schools evacuated after gas line struck by landscaping company http://abc7.ws/1aU6jqA ,1,
WATCH ABC7 To Go LIVE at noon for the latest on a Cubs donation drive for tornado victims http://abc7.ws/13ycPGe ,,1
West Side alderman calls 'emergency' meeting over coyotes http://abc7.ws/1fkqJkm ,,
"Breeders say they're closer than ever to the ""perfect"" designer puppy: http://abc7.ws/1aSPEDM ",,1
HALFTIME: The #Bears trail the #Packers 13-7 at the end of the 2nd quarter.,,1
FUMBLE: The #Packers take over on the #Bears' 28-yd line after a fumble recovery. 1:27 left in the 2nd quarter.,,1
"FIELD GOAL: The #Packers get on the board with a field goal, trailing the #Bears 7-3. 8:00 left in the 2nd quarter.",,1
"INTERCEPTION! Tim Jennings picks off Packers QB Aaron Rodgers, his 2nd INT in the game so far.",,1
END OF THE 1ST: The #Bears lead the #Packers 7-0 at the end of the 1st quarter.,,1
TOUCHDOWN BEARS! Cutler connects with Matt Forte to put the Bears up 7-0 over the Packers.,,1
An inspiring story! Eduardo Camargo lost 40 pounds to save his baby girl's life. http://abc7.ws/1lrEfAY  pic.twitter.com/wAm4v3YwZv,,1
3rd suspect arrested in SW Side murder where body buried in backyard. http://abc7.ws/Jnoz6b ,,1
"Man questioned in sex assault, robbery near Midway stop on CTA Orange Line; Still no charges: http://abc7.ws/1eOcTHF ",,
"Most of the Chicago area is covered by a freezing rain advisory, which lasts until 2 p.m. @SchwarzABC7 pic.twitter.com/YHhowPSwdo",,
We know you check your checking account often. But how often do you check in on your IRA?,,1
#DidYouKnow: Shoppers will spend approximately $2.27 billion this Cyber Monday. RT if you plan on being one of them! http://cnet.co/1cN3oTD ,,1
Q5. What’s more important: financial health or physical health? Why? #AllyBRChat,,
A4. Try these tips from @Bankrate and @AffordAnything for staying motivated to save: http://bit.ly/17EHK0G . #AllyBRchat,,1
How would you raise the topic of finances with your aging parents? Check out our tips here: http://bit.ly/1iaYl3O ,,
What's more important when shopping for a CD: rates or flexibility?,,1
What is one way you protect yourself from identity theft? Read how to improve (and protect) your finances: http://bit.ly/1iXD5vW ,,
Describe Ally Bank . . . in one word. Go!,,1
Sunday's time change: How did you spend your extra hour? Read up on 60-minute-or-less financial fixes: http://bit.ly/1forSEA ,,1
True or False: I have an account dedicated to a specific financial goal. Check out our quick financial fixes: http://bit.ly/1932PkN ,,1
Yes or No: I friend my coworkers on Facebook. Watch @thegirlontop's dos and don'ts: https://www.youtube.com/watch?v=pTWnGLDEZrQ … #AllyMoneyManners,,
Happy Halloween! pic.twitter.com/EWkqN4tcY1,,1
Heads up! Some of our Ally Mobile Banking users are having an issue when launching our new iPhone app. Our team is working on a fix.,,
Who do you go to for financial advice?,,1
"Achieve security in retirement! Learn how in this @Bankrate post, sponsored by @AllyBank! http://bit.ly/1eKi1st  pic.twitter.com/UcssY9s1iN",,
"Read more about our ""Best Online Bank"" honors here: http://bit.ly/18cK7Xy ",,1
How do you ensure you leave a job on good terms? #AllyMoneyManners pic.twitter.com/ATiGPqKI3t,,
Read how to use an Ally Bank Money Market Account to help you fund school costs: http://bit.ly/1gzyIsH ,,
Get your finances in order for the end of the year! Our financial checklist can help: http://bit.ly/GJA1Y3 ,,
RT if you think personal finance should be taught in school. http://bit.ly/1gw9IlO ,,1
When did you last update your estate plan? Read our checklist for getting financially organized by Dec. 31: http://bit.ly/1fn9kHo ,,
RT if a recruiter has helped gauge your optimal salary. Get @thegirlontop's take: https://www.youtube.com/watch?v=LFqp1m9lWJc … CC: @LinkedIn #AllyMoneyManners,,1
Why should you establish a trust? Read our guest post on @LizWeston's blog and learn how to protect your legacy: http://bit.ly/16K9xSJ ,,
"At a company dinner do you ""follow the leader?"" @thegirlontop explains this tactic: https://www.youtube.com/watch?v=f0ovo-W3WZ0 … CC: @LinkedIn #AllyMoneyManners",,1
We recently spoke w/ @LinkedIn's career expert Nicole Williams (@thegirlontop) about tricky money situations at the office. #AllyMoneyChat,,
Welcome to our live TweetChat! #AllyMoneyChat,,1
What should you consider before taking a new job? Find out today 2PM ET #AllyMoneyChat RSVP: http://bit.ly/1eWJcmF ,,1
Wary of hidden things? Watch as Ally Bank's customer service turns a skeptic into a believer: https://www.youtube.com/watch?v=pB5EupRKwVQ …,,1
#DidYouKnow: Median overdraft fees at large banks are $34? Learn how to avoid the pitfalls of overdrafting: http://bit.ly/19mEn0d ,,
RT if you've had a cashier ring you up on a register like this! #ThrowbackThursday pic.twitter.com/lfaUwsg2N9,,1
Take this quiz from @Kiplinger to see if you know what really affects your credit score: http://bit.ly/1f0EfEV ,,1
Looking for great rates without all the baggage? Join Ally Bank:  http://www.youtube.com/watch?v=ncWTE1xVe_c …,,1
Do you stress over finances? You're not the only one. @MSN_Money has the insights to why money triggers stress: http://on-msn.com/18WhgNS ,,
See how retirement differs from country to country. Where would you retire? Via @NYTimes: http://nyti.ms/197bKIj ,,1
Why $1 Million may not be enough for retirement: http://bit.ly/15J1PB3 ,,
Would you work past 65? Our blog post takes a look at how Americans are putting off retirement to boost their savings http://bit.ly/15J1PB3 ,,1
Not all IRAs are created equal. Compare IRA CD rates and see what Ally Bank has to offer: http://bit.ly/17CsKWi ,,
RT if you enjoy watching your money grow. The Ally Bank online CD calculator shows you how much a CD will earn you: http://bit.ly/17B8LXO ,,1
Have you established a trust as part of your estate planning? Our latest post covers the benefits of being prepared: http://bit.ly/15ojqxY ,,
What are the ingredients for the perfect summer gathering?,,1
Does financially helping your adult child hurt them? Talk about it at our #AllyBRchat! RSVP to win! More info: http://bit.ly/14Fs4ry ,,
5 Top Food and Wine Events for Your Summer: http://bit.ly/14U9AUz ,,1
Top experts spoke to @wsj about the biggest financial mistakes made by retirees. Here’s what they said: http://on.wsj.com/16QiIAo ,,
Teach your grad about the real world! RSVP http://bit.ly/14Fs4ry  for a chance at a $100 Amazon gift card! Tweetchat 6/18 2PM ET #AllyBRchat,,1
Does your holiday shopping normally come in under budget or over budget? #Wealth411 with @Bankrate pic.twitter.com/CgK6TdBYmO,,1
How far in advance did you start saving for the holidays?,,1
Cold weather keeping you inside? Take a few minutes to watch some of our favorite personal finance videos: http://www.pinterest.com/allybank/worth-watching/ …,,1
Our savings accounts have no monthly maintenance fees. Ever. Name something you wish had no monthly fees.,,1
"When we save money, we can offer you better rates. When you save money, you can _________.",,1
How are you managing your holiday spending? Check out our Pinterest board for tips: http://www.pinterest.com/allybank/funding-your-festivities/ …,,1
Yes or No: I give cash as a gift.,,1
"Love our accounts? Review them and spread the word! Click the ""Customer Reviews"" tab here: http://allybank.com ",,1
Would you rather talk to a robot or a human when you call customer service?,,1
Which charity are you supporting this year? Have you considered throwing a holiday party in its honor? More here: http://bit.ly/196AvF2 ,,1
We're bringing the recipe for personal finance success to Pinterest – check out our latest pins here: http://www.pinterest.com/allybank/ ,,1
"True or False: I'm planning a holiday party. If true, have you considered adding a fundraising element? More here: http://bit.ly/IKfTq3 ",,1
True or False: Ally Bank lets you schedule online payments up to a year in advance.,,1
"RT @TennisChannel: 10 to Watch in 2013' presented by @AllyBank"" Check out exclusive videos, photos & stats on http://bit.ly/1jUfCiD .",,1
What do you think is more important: a healthy lifestyle or a healthy savings account? pic.twitter.com/F4JXvdJQu1,,1
Worth It or Not: Store gift-wrapping,,1
Which do you think makes more people happy: eating healthy or saving money? Find out the results of our survey: http://bit.ly/18EAeDv ,,1
"RT if saving money makes you feel better than regular exercise. If it does, our survey says you're in good company: pic.twitter.com/XDmI5bdJVf",,1
"You can get any of these alerts sent straight to your inbox! Just log in to your account and go to the ""Communications"" page to get started.",,
Which Ally Bank alert do you use? A. Balance and deposit updates B. Transfer and Bill Pay alerts C. Overdraft alerts,,
How three cases of pink eye turned into one terrible case of mom guilt: http://bit.ly/1gcXPQF,,1
It's Black Friday! Are you out shopping—or avoiding the chaos?,,1
1 in 8 babies are born premature each year in the US. Was your baby a preemie? Tell your story! #NationalPrematurityAwarenessMonth,,1
23 parents reveal why they're grateful to be raising global kids: http://bit.ly/1bRo12m  @DeSuMama,,1
Recall alert! Angelcare Monitors has announced a voluntary recall. See which products were affected: http://bit.ly/1aVPNGw,1,
Two DELICIOUS ways to bake chocolate pumpkin muffins: http://bit.ly/1bRnHAK  pic.twitter.com/Gs2Ejjf3T8,,1
#Recallalert! Cuisinart has announced a voluntary recall of their 7-cup food processors! Read why: http://bit.ly/1h5TDVZ,1,
How to make homemade baby food with squash: http://bit.ly/1bZKetu  pic.twitter.com/wGEIJasCTW,,1
Breastfeeding? Here's what you should AVOID eating: http://bit.ly/18lezna  pic.twitter.com/2eAogHmAnh,,
The worst moments of parenthood? We’ve all been there: http://bit.ly/18leuju,,1
How to safely run while pregnant: http://bit.ly/HZZPjz,,
"Is it fair for Britain to ""pay"" moms to breastfeed? Read one mom's opinion: http://bit.ly/HZZLQX  pic.twitter.com/ov8vw0fDm5",,1
"Amber teething necklaces might be cute, but are they even safe? Jacqueline Tourville investigates the safety risks: http://bit.ly/1auIqce",,
How to throw the PERFECT first birthday party for Baby _ http://bit.ly/1auIoBl,,1
"Step2 has announced a voluntary #recall of their Whisper Ride Touring Wagon, sold exclusively at Toys R Us! http://bit.ly/1ibduSs  #alert",1,
Check out what a new study has revealed about the eating habits of today's babies: http://bit.ly/1anSG63,,
Watch out for these warning signs of hearing and speech disorders _ http://bit.ly/1anSJPl,,
"Andrea Wada Davies explains why she'll miss breastfeeding, even though it wasn't always easy. http://bit.ly/HQGLEN  @andreawada",,1
Organic baby food company Plum Organics has announced a voluntary #recall for a variety of pouch products. http://bit.ly/1fx9VUr,1,
Suffering from pregnancy migraines? Find out causes them and how to treat them: http://bit.ly/1d5orkZ  pic.twitter.com/0iSsgK21WA,,
"#Recallalert! Vans Inc., announced a voluntary recall for their AV Edict boys hoodies. Find out why: http://bit.ly/1d5UD7D",1,
Want to get creative with your kids this weekend? Try out one of these 10 easy fall crafts! http://bit.ly/HJQ09H,,1
Zofran may NOT be the miracle worker you think it is. Have you ever taken Zofran while pregnant? http://bit.ly/1bcfuDs,,1
Check out these 7 creative and fun ways to announce your pregnancy ONLINE! Which method is your fave? http://bit.ly/1bcfjIc,,1
"Now, in Pennsylvania, it's not just annoying when strangers touch your pregnant belly—it's illegal. Find out why: http://bit.ly/1aWzP2R",,
One of the highlights of getting ready for baby? Doing the nursery! Does your baby's room have a theme?,,1
